title,company,location,contract,work_type,posted_relative,raw_content,detail_link
Technicien en Environnement / Responsable HSSE,TREE,Sfax,CDI,Temps-plein,Il y a 3 heures,"Lieu de travail : Kasserine Expérience requise : Minimum 2 ans dans un projet routier Disponibilité : Poste permanent sur chantier Description du poste : Dans le cadre du suivi et de la mise en œuvre du Plan de Gestion Environnementale et Sociale (PGES) d’un projet routier situé à Kasserine, nous recrutons un Technicien en Environnement ayant une expérience confirmée en milieu de chantier. Le candidat sera responsable de l’ensemble des missions Hygiène, Sécurité, Sûreté et Environnement (HSSE) de l’entreprise et assurera une présence permanente sur site. Missions principales : Assurer le suivi environnemental quotidien du chantier conformément au PGES et aux exigences du bailleur et du Maître d’Ouvrage. Mettre en œuvre les mesures de protection de l’environnement : lutte contre la pollution, réduction des nuisances, prévention des impacts sur l’air, l’eau, le sol et le milieu biologique. Superviser la gestion des déchets (collecte, tri, stockage, évacuation) selon la réglementation tunisienne. Assurer le suivi de la pollution atmosphérique, du bruit, des eaux de surface et souterraines et proposer des mesures correctives. Veiller à la conformité des activités avec les textes réglementaires tunisiens liés à l’environnement : déchets, eaux usées, air, sols, substances dangereuses, etc. Suivre les aspects Hygiène et Sécurité sur chantier : EPI, zones à risques, signalisation, prévention des accidents. Former et sensibiliser le personnel aux bonnes pratiques HSSE. Élaborer des rapports environnementaux et HSSE réguliers (journaliers, hebdomadaires et mensuels). Participer aux réunions de chantier et assurer le reporting auprès du Chef de projet / Responsable environnement. Compétences et savoir-faire recherchés : Bonne maîtrise de la gestion environnementale des chantiers routiers. Connaissance des méthodes de gestion des déchets et des pollutions (air, eaux, sol, bruit). Connaissance approfondie de la réglementation environnementale tunisienne (déchets, eau, air, ICPE/entreposage, hygiène et sécurité). Capacité à proposer des mesures de mitigation environnementale et à assurer leur suivi. Maitrise des procédures HSSE : analyse des risques, consignation, signalisation, inspection, audit interne. Rigueur, sens de l'organisation et capacité à travailler en autonomie sur chantier. Bonne communication avec les équipes d’exécution. Profil recherché : Technicien supérieur ou licence appliquée en environnement, génie rural, géologie, hygiène-sécurité ou équivalent. Minimum 2 ans d'expérience dans un projet routier ou un chantier d’infrastructure. Maîtrise des outils bureautiques et des rapports environnementaux. Sens des responsabilités, discipline et disponibilité sur le terrain. Mots clés – Offre d’emploi Technicien en environnement Responsable HSSE Projet routier Chantier Suivi environnemental PGES Gestion des déchets Pollution atmosphérique Pollution de l’eau Pollution du sol Nuisances sonores Bruit Impact environnemental Mesures de mitigation Lutte contre la pollution Hygiène et sécurité Sécurité chantier EPI Signalisation de chantier Risques professionnels Réglementation tunisienne Déchets – Code environnement Eaux usées Qualité de l’air Gestion des ressources en eau Contrôle environnemental Suivi quotidien chantier Sensibilisation HSSE Analyse des risques Reporting environnemental Rapports mensuels Inspection HSSE Audit interne Plan d’action correctif Permanent sur chantier Expérience 2 ans Kasserine Génie de l’environnement Infrastructures routières Exigences de l'emploi Temps plein 2 ans d'expériences Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnddeca7edcde7a4c407e2517926565105
Social Media Manager & Agent de Confirmation,TEMO MARKETPLACE,Sousse,CDI,Temps-plein,Il y a 3 heures,"Social Media Manager – Spécialisé(e) en Création de Contenu Vous serez en charge de la gestion complète de nos réseaux sociaux : création de contenus (photos, vidéos, textes), planification, publication, veille des tendances et animation de la communauté. Votre mission est d’améliorer la visibilité de la marque et d’assurer une identité visuelle cohérente. Agent de Confirmation – Service Client Vous contacterez les clients pour confirmer les commandes, vérifier les informations et répondre aux questions simples. Vous garantissez une validation rapide et efficace des demandes. Exigences de l'emploi Social Media Manager Excellente maîtrise de la création de contenu digital, connaissance des tendances social media, autonomie et créativité, maîtrise des outils de gestion des réseaux sociaux, bonne communication en français et tunisien, expérience souhaitée. Agent de Confirmation Très bonne aisance téléphonique, maîtrise du dialecte tunisien, sens de l’organisation, sérieux, rapidité d’exécution, expérience en call center ou confirmation des commandes appréciée. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnd22712ecb4da31472e1799134fd6fc57
responsable depot kairouan,rosman clean power,Kairouan,CDI,Temps-plein,Il y a 3 heures,"Missions principales : Assurer la gestion quotidienne du dépôt (réception, stockage, préparation et expédition des marchandises). Organiser et optimiser l’espace de stockage pour garantir la bonne circulation des produits. Superviser l’inventaire et assurer la fiabilité des stocks. Mettre en place et suivre les procédures de sécurité et d’hygiène. Veiller à la maintenance du matériel de manutention et des infrastructures du dépôt. Établir des rapports réguliers sur l’activité du dépôt (entrées/sorties, anomalies, écarts d’inventaire). Compétences requises : Maîtrise des techniques de gestion de stock et de logistique. Connaissance des outils informatiques (Excel, logiciels de gestion/ERP). Sens de l’organisation et de la rigueur. Capacité à manager une équipe. Réactivité et aptitude à résoudre les problèmes rapidement. Profil recherché : Bac +2/3 en logistique, gestion ou équivalent. Expérience confirmée dans la gestion d’un dépôt ou d’un magasin. Leadership, autonomie et sens des responsabilités. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn48bca3f0b9b5d88d8d05a05f3d02ccff
Appel d’offres – Association Téboursouk Au Cœur,Association Teboursouk Au Coeur,"Téboursouk, Béja",CDI,Temps-plein,Il y a 3 heures,"Détails de l'opportunité Régions concernées par cette opportunité: Tunisie Consultation N°002/TAC/2025 Consultation pour la sélection d'un prestataire de restauration et pause-café, destinés au Projet ” Thameni ” financé par le Programme de Microfinancements du Fonds pour l'Environnement Mondial (PMF/FEM), réalisé par le Programmedes Nations Unies pour le Développement (PNUD) Présentation des offres : Dans le cadre du Projet « Thameni - ثمّن ي », financé par le Programme de Microfinancements du Fonds pour l'Environnement Mondial (PMF/FEM), réalisé par le Programme des Nations Unies pour le Développement (PNUD), l'association -Téboursouk Au Coeur- (TAC) se propose envisage la sélection d'un prestataire de restauration et pause-café, destinés au Projet « Thameni ثمّني - » tout au long de la mise en oeuvre du projet. Délai de livraison : Le délai exigé pour la livraison est précisé par le contrat signé. Période contractuelle : La fourniture du service s'étale sur une période contractuelle de 12 mois pour couvrir un ensemble de réunions, formation et ateliers. La notification pour chaque service donné sera faite par l'association avant 05 jours de l'événement en question. L'association TAC se réserve le droit d'arrêter la relation contractuelle en cas d'une prestation donnée fournie en dessous des attentes de l'association. “Thameni - ثمّني”, notre nouveau projet Un projet innovant qui vise à valoriser les déchets oléicoles (margines & grignons) à Téboursouk , en les transformant en produits écologiques et économiques : Savon de Téboursouk Compost de Téboursouk Bûches de grignon Ce projet mobilise la jeunesse et les femmes rurales, en créant des opportunités économiques durables et en renforçant la résilience environnementale de notre région. Merci à nos partenaires et à toute la communauté locale pour leur engagement dans cette belle initiative : Jamaity",https://www.optioncarriere.tn/jobad/tn6fe80d098d8508c4b51cd6d8f6a5baed
Technicien SAV (H/F),Limea,Tunis,CDI,Temps-plein,Il y a 3 heures,"LIMEA recrute pour son client – Technicien SAV (H/F) Missions : Diagnostic, maintenance et réparation des équipements (notamment compresseurs). Mise en place du plan de maintenance préventive. Rédaction des rapports d’intervention. Support technique et accompagnement client. Exigences de l'emploi Formation : mécanique, énergétique, électromécanique ou maintenance industrielle. Expérience : minimum 5 ans Maîtrise du diagnostic, de la réparation et d’un CRM. Bon relationnel, sens du service, gestion des imprévus et travail en équipe. Mobilité requise pour des déplacements fréquents. Date d'expiration 21/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnbb81478a5d9c4643aa56889839c17f0e
Opérateur Régleur Machines CNC -FRAISAGE,ESPACEs Consulting,Tunis,CDD,Temps-plein,Il y a 4 heures,"Espaces consulting recrute pour le compte de son client spécialisé dans l’usinage de précision et l’assemblage de composants électromécaniques un Opérateur Régleur Machines CNC -FRAISAGE rigoureux et dynamique. Mission principale : Le fraiseur CNC assure l’usinage de pièces mécaniques de précision sur machines CNC en garantissant la qualité, la conformité et les délais de production. Tâches et responsabilités : Faire des réglages sur des centres d’usinage 3.5 ou 4 AXES (Fanuc) Suivre la passation des machines et garantir la bonne qualité Manipulation des machines de fraisage a 3 axes ou plus. Connaitre la programmation manuelle du langage G. Être capable de lire et comprendre les dessins techniques. Capable à utiliser les instruments de mesure. Exigences de l'emploi Savoirs : Formation technique : diplôme en mécanique à partir de BTP Savoirs faire : Manipulation des machines de fraisage a 3 axes ou plus. Capable à lire et à comprendre les dessins techniques. Maitrise des instruments de mesure. Langage machine Fanuc est un atout Savoirs être : Rigueur et autonomie Précision et minutie Sens des responsabilités Esprit d’équipe. Capacité d’analyse et de résolution des problème. Autres : Lieu de résidence : idéalement sur la zone ou prêt à louer à proximité Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn9d43414220d42dc9004cdf71be32f55d
Ingénieur R&D cosmétique - Chef de produit,REONA,Sousse,CDI,Temps-plein,Il y a 4 heures,"ourquoi ce poste est essentiel chez REONA ? Chez REONA , nous développons et produisons nos propres marques haut de gamme dans l'univers de la beauté, du bien-être et du soin de la peau. Notre ambition : créer des produits efficaces, sûrs, naturels, innovants et parfaitement adaptés aux besoins des consommateurs modernes. L'Ingénieur R&D est au cœur de notre ADN : Tu es la personne qui donnera naissance à nos futurs produits. Vous transformez une vision marketing en une formule stable, performante et unique. Vous garantissez l'innovation continue des gammes REONA. * Vous contribuez directement à construire l'identité et la performance des produits REONA. Tes Missions 1.Formulation & Développement Produits Concevoir et formuler les nouveaux produits REONA : soins visage, corps, capillaires, hygiène, solides, naturels, haute tolérance, etc. Adaptateur les formules aux besoins spécifiques : peaux sensibles, peau noire/métissée, femmes enceintes, enfants… Effectuer du reverse Engineering pour analyser les meilleures références du marché (HPLC, CPG, KF, IR…). Optimiser les produits existants : texture, parfum, efficacité, stabilité, conservation… Rédiger les fiches techniques et dossiers R&D. 2. Tests et validation Mettre en place les tests en laboratoire : stabilité, compatibilité packaging, sécurité, efficacité… Organisateur des panels de tests (volontaires internes et externes). Suivre les tests toxicologiques, microbiologiques et cliniques avec nos partenaires. Documenter les résultats dans les dossiers réglementaires et marketing. 3. Approvisionnement et préproduction Identifiant des matières premières innovantes, naturelles, durables et conformes aux réglementations internationales. Évaluer la compatibilité packaging / formulation. Participer au transfert industriel, aux pilotes et aux pré-séries en collaboration avec l'usine REONA ou nos partenaires. 4. Veille scientifique & Innovation Assurer une veille continue : tendances marché, innovations matières premières, nouvelles technologies, exigences réglementaires. Proposer des concepts produits innovants en lien avec la vision REONA. Travailler sur des projets R&D à moyen et long terme. Exigences de l'emploi Formation Bac+5 minimum en formulation cosmétique, chimie, biochimie, dermopharmacie ou équivalent. Expérience Minimum 1 an d’expérience en R&D cosmétique ou pharmaceutique. Compétences techniques Formulation cosmétique (crèmes, gels, huiles, poudres, solides…). Maîtrise de la formulation en parfumerie (bases parfumantes, accords, compatibilité parfum/matrice cosmétique). Connaissance des réglementations UE (MENA/US est un plus). Maîtrise des tests physico-chimiques & microbiologiques. Compréhension de la supply chain, des procédés et du sourcing fournisseurs. Soft skills Rigueur scientifique & sens du détail. Autonomie, organisation, proactivité. Curiosité, créativité et esprit d’innovation. Bon relationnel (équipe interne, fournisseurs, prestataires). Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn728549f0de1edc1d7d2d90759c11b532
Assistante vente en ligne,Joliesse,Tunis,CDI,Temps-plein,Il y a 4 heures,"Joliesse une marque tunisienne de chaussures et accessoires renommée, spécialisée dans la conception et la fabrication de chaussures de qualité pour hommes, femmes et enfants. Dans le cadre de notre expansion continue, nous sommes à la recherche d'une assistante de vente en ligne. Exigences de l'emploi Bonne maîtrise de la langue française Vente et communication avec les clients en ligne et dans notre showroom Communication via les réseaux sociaux Suivi des commandes et réclamations clients Conseiller les clients Assurer le suivi du processus de vente Réaliser les comptes rendus et assurer leur diffusion Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnf40d1c219db3812613b530d90a677203
Technicien Supérieur,faycel ben alaya,Tunis,CDI,Temps-plein,Il y a 4 heures,"Nous recherchons un Technicien Supérieur pour travailler sur un marché en cours, notamment dans le cadre de la construction d’une école. Le technicien sera responsable du suivi technique du chantier, de la coordination avec les équipes et de l’assistance au chef de projet. Missions principales : Assurer le suivi quotidien du chantier et veiller au respect du planning. Contrôler la qualité des travaux exécutés (gros œuvre, second œuvre, finitions). Préparer et vérifier les plans d’exécution, métrés, quantitatifs et relevés sur site. Assurer la communication avec les différents intervenants : entreprise, ouvriers, sous-traitants, bureau d’études et maître d'ouvrage. Suivre l’avancement des travaux et remonter les problèmes techniques. Participer aux réunions de chantier et rédiger les rapports journaliers. Contrôler la conformité avec les normes du bâtiment, les règles de sécurité et les exigences du marché. Superviser les équipes techniques et veiller au bon déroulement des interventions. Contribuer à la gestion du matériel et au respect des procédures HSE. Exigences de l'emploi Qualifications : Diplôme : Technicien Supérieur en Génie Civil. Une première expérience sur chantier est un atout. Compétences techniques : Connaissance des techniques de construction (gros œuvre, second œuvre). Maîtrise des logiciels techniques : AutoCAD, Excel.. Bonne compréhension des plans architecturaux et structuraux. Capacité à gérer plusieurs équipes et à coordonner différents corps de métiers. Tanitjobs",https://www.optioncarriere.tn/jobad/tnba1fc3b8383a0b3a5408dc227f13477d
team leader comptabilité- Litige,Veo Worldwide Services,Sousse,CDI,Temps-plein,Il y a 4 heures,"Présentation du poste Nous recherchons un(e) Chef d’équipe, expérimenté(e) et dynamique pour diriger notre équipe d’administration fournisseurs à Sousse. Le/la candidat(e) idéal(e) coordonnera, supervisera et organisera les activités de l’équipe afin d’assurer une prestation de service de haute qualité. Ce rôle implique une communication directe avec les fournisseurs, la gestion d’informations financières et le pilotage de la performance de l’équipe. Responsabilités principales Activités opérationnelles : Assurer la communication avec les fournisseurs et les comptables concernant les paiements Vérifier et valider les coordonnées bancaires des fournisseurs Préparer les relevés financiers à la demande des fournisseurs Maintenir une communication fluide avec l’équipe et les services commerciaux pour garantir la cohérence des informations et le bon enregistrement des factures Suivre les litiges liés aux factures et veiller au respect des règles de confidentialité Gérer les échanges avec les clients internes sur le statut des paiements Atteindre les objectifs mensuels de l’équipe (KPIs) et piloter les projets internes Animer les réunions d’équipe et mettre en œuvre des actions d’amélioration continue Proposer des initiatives alignées avec les objectifs stratégiques de l’entreprise Relations clients et fournisseurs : Renforcer les partenariats commerciaux avec les clients internes et externes Gérer les conflits et assurer des relations fluides avec les clients et les fournisseurs Reporting : Élaborer des rapports hebdomadaires d’activité à destination du management Management d’équipe : Encadrer, accompagner et faire monter en compétences une équipe de 6 à 7 collaborateurs Participer au recrutement et à l’intégration de nouveaux membres Favoriser la coopération, anticiper les difficultés et promouvoir un climat de travail positif Être un modèle de leadership, encourager l’apprentissage continu et gérer les conflits si nécessaires Évaluer les performances individuelles et définir des plans de développement personnalisés Utiliser les outils RH et participer aux événements internes de l’entreprise Prise de décision : Réagir rapidement et efficacement face aux imprévus et obstacles opérationnels Exigences de l'emploi Profil recherché Diplôme universitaire Maîtrise du français (niveau B2-C1) et de l’anglais (niveau B2-C1) Minimum 2 ans d’expérience en administration fournisseurs Maîtrise des outils Microsoft Office (Excel, Word, PowerPoint) et Outlook Leadership et capacité à encadrer une équipe Sens de l’organisation, rigueur et gestion des priorités Excellentes compétences en communication, écoute active et présentation Esprit d’analyse, autonomie et orientation résultats Capacité à résoudre les problèmes et à s’adapter au changement Sens du détail et de la confidentialité Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnf96ae6d3fc66dc31828668d94a0f5fb2
Directeur exploitation,Ben Yaghlane Shops,Tunis,CDI,Temps-plein,Il y a 4 heures,"Société BEN YAGHLANE renommée dans le secteur agroalimentaire cherche à recruter un directeur exploitation qui ont pour missions : - Superviser et coordonner l’ensemble des activités des magasins (matières premières, produits finis, emballages…), - Assurer la bonne réception, le stockage, la préparation et l’expédition des marchandises, - Contrôler les niveaux de stock, gérer les inventaires périodiques et analyser les écarts, - Collaborer avec les services production, qualité, approvisionnement et transport pour assurer la fluidité des opérations, - Assurer la transmission des informations RH entre les équipes terrain et le service RH central, - Participer à l'intégration des nouveaux employés dans les magasins, - Identifier les besoins en formation des équipes magasin, - Jouer un rôle de relais pour améliorer le climat social au sein des équipes terrain... Exigences de l'emploi - Minimum 5 ans d'expérience en gestion de magasins, idéalement dans le secteur agroalimentaire, - Bonne capacité de communication, - Connaissance de base du droit du travail, - Sens de la confidentialité et de l'écoute... Qualités personnelles : Leadership, rigueur, sens de l’organisation, esprit d’équipe, réactivité. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn50690854798894b09338b1e3396c6a7d
chef Atelier,SITAR,Ben Arous,CDI,Temps-plein,Il y a 4 heures,"Description Société industrielle tunisienne, leader dans son domaine depuis 2006 située à Z.I Mghira désire recruter un Responsable de production attacher au Directeur Général. Votre mission consiste à organise, optimise et supervise des moyens et des procédés de fabrication selon les impératifs de sécurité, qualité, coûts, délais, quantité. -Suivre le planning de la production en fonction des flux, délais, approvisionnement, - Gestion d'une équipe de production -Vérifier la tenue de dossiers de fabrication et de documents de suivi -Affecter les ressources (Humaines et Matérielles) - Gestion de l’équipe de production (production, Qualité, maintenance) - Analyser les données d'activité d'une production (Consommation, heures) - Proposer des actions afin d'améliorer la productivité d'une activité. - Sensibiliser les opérateurs sur les normes Qualité et Sécurité au travail - Contrôler et rédiger l'application des consignes - Coordonner et planifier des interventions de maintenance selon les impératifs de production. Compétences : Progiciels de Gestion Intégrée (PGI) Outils bureautique Méthodes et outils de résolution de problèmes Maîtrise des méthodes de production Normes qualité Gestion du temps Organisation de la chaîne logistique Méthodes d'ordonnancement Leadership et gestion d'équipe Profil : Master de recherche ou professionnel, diplôme d'ingénieur ou équivalent Ayant entre 2 et 3 ans d'expérience en tant que responsable de production dans le même domaine Ayant un bon sens de communication Date d'expiration 06/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnec1355aa3182eb8eda6df587efb419fc
Formateur Data (Scientist / Analyst / IA),Top Tech,Tunis,CDI,Temps-plein,Il y a 4 heures,"TOP TECH TUNISIE – Société de services informatiques Dans le cadre du lancement de nos nouvelles formations professionnelles, TOP TECH TUNISIE recrute un(e) Formateur(trice) Data (Science/Analyst/Intelligence Artificielle/Machine Learning/Python) Missions : Assurer des sessions de formation théoriques et pratiques en présentiel ou en ligne. Préparer les supports de cours, exercices, notebooks et projets. Encadrer les apprenants sur des projets réels (ETL, modélisation, visualisation, ML…). Participer à l’amélioration continue du contenu pédagogique. Évaluer les compétences des apprenants et fournir un feedback structuré. Proposer de nouveaux modules en lien avec les besoins du marché. Exigences de l'emploi Compétences techniques requises : Maîtrise de Python (Pandas, NumPy, Scikit-learn, Matplotlib, Jupyter…). Bonne connaissance des concepts de Data Science & Machine Learning. Compétences en Data Analysis et Data Visualization (Power BI ou Tableau). Profil recherché : Ingénieur, Data Scientist, Analyst ou Expert IA. Pédagogie, communication claire et capacité à vulgariser les concepts. Disponible pour des sessions en soirée ou weekend si nécessaire. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnc480dd9a8d4505f9dbf06097d3624e1b
Technicien en Génie Électrique / Dessinateur de Plans Électriques,KBJ Construction e Expertise,Tunis,CDI,Temps-plein,Il y a 4 heures,"Notre entreprise ""KBJ Construction and Expertise"" spécialisée dans le génie civil cherche à recruter un Technicien en Génie Électrique pour occuper le poste de Dessinateur de Plans Électriques. -Lieu : Zahrouni - Tunis -Secteur : Génie civil – Projets de bâtiments et chantiers -Missions principales : Élaboration et mise à jour de plans électriques (basse tension, éclairage, prises, tableaux…). Dessin et préparation des plans d’exécution sur AutoCAD / Revit / Caneco ou logiciels similaires. Coordination avec les ingénieurs civils et équipes de chantier. Vérification de la conformité des installations aux normes en vigueur. Suivi technique des besoins électriques sur chantier. Exigences de l'emploi Technicien supérieur en Génie Électrique, Électrotechnique ou équivalent. Maîtrise des logiciels de dessin (AutoCAD obligatoire). Première expérience dans le bâtiment ou les installations électriques (1 à 3 ans). Rigueur, précision, sens du détail et capacité à travailler en équipe. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnb138a1f4a4923f6cdea87cdcf9c21b99
Marketing Manager,Excellia Capital Humain,Ben Arous,CDI,Temps-plein,Il y a 5 heures,"Notre client, un acteur majeur du secteur agroalimentaire, recrute un(e) Responsable Marketing pour piloter le déploiement des actions marketing en Afrique du Nord et en Afrique francophone. Vos missions principales : - Superviser et exécuter les campagnes marketing locales (digital, trade marketing, événements). - Coordonner les actions avec les distributeurs sur plusieurs marchés (Tunisie, Maroc, Algérie, Sénégal, Côte d’Ivoire…). - Gérer la production des supports marketing et les relations fournisseurs. - Adapter la stratégie globale aux spécificités locales et assurer la cohérence de la marque. - Suivre les performances et assurer le reporting au siège. Exigences de l'emploi - Bac+5 en Marketing, Commerce ou Communication. - 4 à 6 ans d’expérience dans le secteur FMCG / agroalimentaire / boissons. - Expérience terrain et coordination multi-pays indispensables. - Leadership, autonomie et sens du résultat. - Français courant – Anglais souhaité. Poste basé à Ben Arous (Tunisie) ✈️ Déplacements fréquents dans les différents pays Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn2359972855459c79ee7e67932d3d26e4
Comptable - Financier Senior (H/F),O TalenT,Tunis,CDI,Temps-plein,Il y a 5 heures,"Une holding tunisienne structurée et en pleine modernisation cherche à renforcer son équipe Finance & Comptabilité avec un profil confirmé, capable de gérer des dossiers de bout en bout et d’apporter de la rigueur dans un environnement multi-filiales. Vos missions principales Vous contribuez à la fiabilité des informations financières et au bon fonctionnement du pôle comptable : Tenue de comptabilité et justification des comptes. Préparation des déclarations fiscales et sociales. Clôtures mensuelles, trimestrielles et annuelles. Préparation des états financiers et dossiers d’audit. Suivi de la trésorerie, rapprochements bancaires, engagements et règlements. Support aux filiales industrielles dans l’application des procédures. Participation à l’amélioration continue des process comptables. Exigences de l'emploi Votre profil Vous réussirez pleinement si vous avez : Entre 5 et 7 ans d’expérience en comptabilité et finance, idéalement en environnement industriel ou cabinet. Une maîtrise solide des normes comptables tunisiennes, des déclarations et des clôtures. Une bonne aisance sur les logiciels comptables (Sage, Navision, CEGID ou équivalents). Un sens d’organisation affûté, de la rigueur, de la fiabilité et un vrai esprit d’équipe. La capacité à travailler sur plusieurs dossiers en parallèle, avec des délais courts. Atouts appréciés Expérience multi-sociétés, appétence pour l’analyse financière, aisance dans la communication avec les auditeurs et les équipes internes. Disponibilité Poste à pourvoir rapidement Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnd674e8fe7ae53efe1117da2b1471efed
Responsable test de production,Progress RH,Tunis,CDI,Temps-plein,Il y a 5 heures,"Dans le cadre de son développement, Progress RH Tunisie recrute pour le compte d’une multinationale de référence dans l’industrie électronique Un Responsable test de production afin de renforcer ses équipes techniques Missions Piloter et optimiser la performance des moyens de test en production. Assurer la coordination et l’encadrement des équipes de test et de diagnostic des cartes électroniques. Garantir la continuité d’activité et la qualité des livrables. Gérer les priorités industrielles en lien avec les impératifs de production. Mettre en œuvre une démarche d’amélioration continue dans le respect des processus internes. Ses responsabilités couvrent les aspects suivants : Planification des activités, répartition des charges de travail et animation des équipes. Suivi de la performance, de la disponibilité et de la conformité des équipements de test. Coordination des déploiements de nouveaux moyens et validation de leur intégration. Suivi des indicateurs de performance (KPI) et anticipation des obsolescences. Référent technique pour les équipes de production sur les sujets liés au test. Interface entre les services développement, industrialisation et production. Gestion et traçabilité des évolutions techniques. Soutien technique aux équipes de maintenance et d’exploitation. Application rigoureuse des processus qualité et des exigences projet. Capitalisation des retours d’expérience et animation des plans d’action qualité. Participation active aux audits internes, clients et certifications. Encadrement et accompagnement des collaborateurs (formation, tutorat, montée en compétences). Adaptation des ressources aux charges et gestion des imprévus. Suivi des compétences et maintien de la continuité d’activité. Reporting clair et régulier à la hiérarchie, remontée des besoins en ressources. Communication fluide avec les équipes internes et les clients. Supervision du diagnostic des cartes électroniques non conformes. Organisation des priorités selon l’urgence production ou les enjeux qualité. Mise en place des outils et méthodes d’analyse de défauts (visuel, électrique, fonctionnel). Suivi des indicateurs de diagnostic et capitalisation des défauts récurrents. Garantie de la traçabilité des interventions et du reporting associé. Exigences de l'emploi Profil : Formation : Ingénieur en électronique ou informatique industrielle. Expérience : Minimum 5 ans sur un poste similaire, idéalement dans le secteur automobile. Maîtrise des outils National Instruments (TestStand, LabWindows/CVI…). Bonne connaissance des bancs de test (fonctionnels, in-circuit, sur-mesure). Compétences en lecture de schémas électroniques et interprétation des plans de câblage. Capacité à diagnostiquer les défauts sur cartes électroniques. Compréhension des protocoles de communication industriels. Expérience en gestion de projets techniques (spécifications, recettes, intégration). Connaissance des exigences qualité (traçabilité, validation, audits). Leadership, sens de l’organisation, autonomie et bonnes capacités de communication. Esprit d’analyse et gestion efficace des priorités. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn897f193af7bc9e97d2e4261cd649cf7f
gestionnaire,kaaniche auto pro,Ariana,CDI,Temps-plein,Il y a 5 heures,une société de service automobile carrosserie et mécanique recrute des gestionnaires pour son nouveau atelier a la Soukra un entretien sera effectué dans les locaux de la société les candidatures doivent être envoyer par mail expérience souhaite dans une société de service automobile multimarque ou bien agence officiel d'une marque automobile bonne maitrise de l'outil informatique sens de l'organisation rigueur et esprit d'équipe bonne maitrise de l'outil informatique sens de l'organisation rigueur et esprit d'équipe Date d'expiration 24/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tnab221db3fc268558b5d83d2f63249192
Préparation des réponses aux appels d'offres,Ily Natura,Ariana,CDI,Temps-plein,Il y a 5 heures,"Nous recherchons un(e) chargé(e) des appels d'offre diplômé(e) Bac+3 Licence, avec une expérience d'au moins 3 ans en bureau d’études, ayant une solide expertise dans la rédaction et la préparation des réponses aux appels d’offres. Dans ce rôle à temps plein, vous serez responsable de la gestion complète des appels d'offres, depuis la recherche des opportunités, jusqu'à la rédaction et la soumission des dossiers. Les missions principales du poste incluent : L’analyse et l’étude des appels d’offres reçus. La préparation complète des réponses. La coordination avec les différents départements et experts pour rassembler les informations et les documents nécessaires à la constitution des offres. L’optimisation des propositions afin de garantir leur compétitivité tout en respectant les critères du cahier des charges. La gestion de la présentation et du suivi des dossiers jusqu’à la soumission finale. Ce poste est basé sur site à Ariana, Tunisie. Exigences de l'emploi Qualifications Diplôme Licence (Bac+3).. Expérience minimum de 3 ans dans un bureau d’études, en particulier dans la préparation d’appels d’offres. Compétences en gestion des appels d'offres : Expérience dans la rédaction, la gestion et la soumission des réponses aux appels d'offres. Compétences en analyse et rédaction : Capacité à analyser les cahiers des charges et à rédiger des propositions claires et convaincantes. Compétences en coordination et communication : Aptitude à collaborer efficacement avec différentes parties prenantes pour rassembler les informations nécessaires. Compétences en gestion du temps et organisation : Capacité à gérer plusieurs dossiers simultanément et à respecter les délais stricts de soumission. D'autres qualifications appréciées incluent une bonne maîtrise des outils bureautiques (Word, Excel) et une connaissance des procédures et régulations locales. Une connaissance approfondie des processus et des réglementations liées aux appels d’offres sera un atout supplémentaire. Offre salariale : Le salaire proposé pour ce poste est compétitif et motivant, en fonction des compétences et de l’expérience du candidat. Nous offrons également des conditions de travail stimulantes dans un environnement en constante évolution, où l’innovation et la qualité sont au cœur de notre démarche. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn554ed0ac295af732c3afd8d7561e06f4
